NA,30.380088806152344,-97.80062103271484,0,1988,0,102366,7,17,4,4,1,0,0
NA,30.199485778808604,-97.85994720458984,0,1997,0,6534,6.666666666666668,16,3,4,1,0,0
NA,30.227397918701172,-97.69608306884766,0,1952,0,5619,3.333333333333333,11,1,2,1,0,0
NA,30.20546913146973,-97.79235076904295,4,1976,0,6416,4,14,2,4,1,0,0
NA,30.34510612487793,-97.767425537109375,2,1984,0,10759,7,16,3,5,1,0,0
NA,30.21816253662109,-97.79425048828124,0,1964,0,9452,4.666666666666667,14,2,3,1,0,0
NA,30.28398132324219,-97.88578033447266,0,2015,0,45302.4,5.666666666666668,16,4,5,1,0,0
NA,30.327396392822266,-97.69390106201172,1,1967,0,8886,3.333333333333333,15,4,6,0,1,0
NA,30.20991516113281,-97.84527587890624,2,1983,0,7535,4.666666666666667,14,3,3,1,0,0
NA,30.381290435791016,-97.6676254272461,0,1972,0,13068,5,15,2,4,1,0,0
NA,30.21030044555664,-97.85050964355467,2,1986,0,5837,4.666666666666667,14,3,3,1,0,0
NA,30.31086158752441,-97.68585968017578,1,1964,1,9931,3,14,2,4,1,0,0
NA,30.22427177429199,-97.86370086669922,0,1988,0,6534,6,17,3,3,1,0,0
NA,30.39445304870605,-97.70423889160156,1,1983,0,4094,4,13,2,2,1,0,0
NA,30.28993225097656,-97.6746063232422,2,1971,0,8712,3,15,2,4,1,0,0
NA,30.19562721252441,-97.79019927978516,2,1973,1,6556,3.333333333333333,13,2,3,1,0,0
NA,30.511417388916016,-97.747711181640625,0,2004,0,8319,7.666666666666668,16,2,3,1,0,1
NA,30.39635848999023,-97.7021026611328,2,1983,0,4160,5.333333333333333,13,2,3,1,0,0
NA,30.32234001159668,-97.86058044433594,0,2013,2,57499.2,8,14,7,5,1,0,0
NA,30.20223045349121,-97.85326385498048,2,2000,2,5793,6.666666666666668,16,2,3,1,0,0
NA,30.22464370727539,-97.7861328125,2,1958,0,12196.8,4,12,2,3,1,0,0
NA,30.30405616760254,-97.72850036621094,2,1925,0,13068,7.333333333333332,15,4,4,1,0,0
NA,30.28493881225586,-97.77481842041016,3,1947,4,5445,7,16,2,2,1,0,0
NA,30.36701011657715,-97.76763916015624,0,1969,0,9757,7,16,2,3,1,0,0
NA,30.24636459350586,-97.7459487915039,0,1926,0,7492,4.333333333333333,14,2,3,1,0,0
NA,30.42526626586914,-97.77430725097656,0,1978,0,9104,8.333333333333334,16,2,3,1,0,0
NA,30.20852851867676,-97.83967590332033,0,1982,0,6621,4.666666666666667,14,2,3,1,0,0
NA,30.188322067260746,-97.8938980102539,0,1988,0,8058,9,18,3,4,1,0,0
NA,30.21415710449219,-97.87398529052734,0,1992,1,10193,8,17,3,4,1,0,0
NA,30.35195541381836,-97.75767517089844,0,1982,0,2091,7,16,2,1,0,0,0
NA,30.25552749633789,-97.78099060058594,2,2017,2,13068,6,16,4,4,1,0,0
NA,30.35671424865723,-97.69800567626952,1,1964,3,7448,2.6666666666666665,14,1,3,1,0,0
NA,30.414081573486328,-97.7694091796875,2,1982,0,13503.6,8.333333333333334,16,3,4,1,0,0
NA,30.242584228515625,-97.73870086669922,2,2018,0,11761.2,4.333333333333333,14,3,2,0,1,0
