0,27,3,2,1438.3,990,0.715,3855,73,1.147,0.688,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,44,1,3,25428,1528,0.725,13360,97,0.796,0.06,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
0,51,3,2,34516,1763,1.266,1550,41,1.05,0.051,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
0,38,2,3,9830,2055,0.977,1042,23,0.917,0.209,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,63,6,2,2567,0,1.636,2399,43,0.955,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
0,44,1,1,3107,1995,0.668,7535,87,0.673,0.642,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,44,5,3,8837,2103,0.559,3753,60,0.875,0.238,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,52,3,2,5299,578,0.931,4509,79,0.717,0.109,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,49,1,2,21680,1587,0.605,4410,86,0.72,0.073,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
0,54,2,4,3089,1177,1.01,5237,75,0.829,0.381,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,45,4,3,15875,1719,0.86,1592,37,1.467,0.108,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,53,2,1,9815,1699,0.62,7962,89,0.561,0.173,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,36,6,1,2222,0,0.769,4095,65,0.912,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,46,4,2,34516,2213,0.584,4492,71,0.821,0.064,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
0,50,3,2,8416,1549,0.643,13988,124,0.771,0.184,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,39,6,2,2722,1592,1.319,3205,49,0.633,0.585,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,54,2,1,34516,862,0.815,15034,111,0.762,0.025,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
0,47,3,0,4254,1204,0.538,5385,93,0.691,0.283,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,41,5,3,11107,1222,0.538,1506,33,0.941,0.11,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
0,41,5,3,16954,1588,0.878,3411,60,0.875,0.094,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
0,33,6,2,12716,1496,1.032,2412,64,0.6,0.118,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,62,4,1,4409,785,0.838,4160,61,0.649,0.178,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,51,3,2,9352,1429,0.728,3536,71,0.69,0.153,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,48,4,2,5495,2200,0.696,5125,85,0.771,0.4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,55,4,3,14938,0,0.49,1134,31,0.632,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
